,postal_code,state_id,oportunidad
264,32780,FL,A
265,32926,FL,A
266,32927,FL,A
267,32796,FL,A
268,32931,FL,A
269,32935,FL,A
270,32976,FL,A
271,32951,FL,A
272,32907,FL,A
273,32909,FL,A
274,32952,FL,A
275,32950,FL,A
276,32903,FL,A
277,32934,FL,A
278,32920,FL,A
279,32953,FL,A
280,32922,FL,A
281,32905,FL,A
282,32955,FL,A
283,32925,FL,A
284,32754,FL,A
285,32904,FL,A
286,32168,FL,A
287,32723,FL,A
288,32725,FL,A
289,32763,FL,A
290,32724,FL,A
291,32128,FL,A
292,32130,FL,A
293,32720,FL,A
294,32169,FL,A
295,32117,FL,A
296,32713,FL,A
297,32118,FL,A
298,32132,FL,A
299,32114,FL,A
300,32738,FL,A
301,32119,FL,A
302,32176,FL,A
303,32174,FL,A
304,32744,FL,A
305,32127,FL,A
306,32759,FL,A
307,32141,FL,A
308,32129,FL,A
309,32425,FL,A
310,33711,FL,C
311,33705,FL,E
312,34688,FL,A
313,33708,FL,E
314,34683,FL,E
315,34689,FL,E
316,33704,FL,E
317,33764,FL,E
318,33782,FL,C
319,33767,FL,B
320,33714,FL,C
321,33706,FL,B
322,33760,FL,C
323,33777,FL,C
324,33761,FL,E
325,33756,FL,E
326,33715,FL,C
327,34698,FL,B
328,33765,FL,E
329,33709,FL,E
330,33703,FL,E
331,33759,FL,E
332,33770,FL,E
333,33781,FL,E
334,33710,FL,E
335,33702,FL,E
336,34677,FL,E
337,34684,FL,E
338,33716,FL,C
339,33712,FL,E
340,33707,FL,E
341,33763,FL,C
342,33762,FL,E
343,33755,FL,E
344,33701,FL,B
345,33776,FL,C
346,33774,FL,C
347,34685,FL,C
348,33772,FL,E
349,33773,FL,C
350,33713,FL,E
351,33778,FL,C
352,33785,FL,E
353,33771,FL,E
354,34695,FL,E
355,32669,FL,A
356,32615,FL,A
357,32601,FL,A
358,32610,FL,A
359,32605,FL,A
360,32603,FL,A
361,32607,FL,A
362,32694,FL,A
363,32609,FL,A
364,32608,FL,A
365,32606,FL,A
366,32653,FL,A
367,32643,FL,A
368,32618,FL,A
369,32309,FL,A
370,32305,FL,A
371,32311,FL,A
372,32308,FL,A
373,32317,FL,A
374,32306,FL,C
375,32301,FL,A
376,32313,FL,A
377,32310,FL,A
378,32303,FL,A
379,32304,FL,A
380,32461,FL,A
381,32433,FL,A
382,32455,FL,A
383,32439,FL,A
384,32459,FL,A
385,32550,FL,A
386,32435,FL,A
387,34240,FL,A
388,34237,FL,A
389,34233,FL,A
390,34231,FL,A
391,34293,FL,A
392,34242,FL,A
393,34234,FL,A
394,34292,FL,A
395,34287,FL,A
396,34239,FL,A
397,34275,FL,A
398,34223,FL,A
399,34232,FL,A
400,34236,FL,A
401,34229,FL,A
402,34285,FL,A
403,34238,FL,A
404,34289,FL,A
405,33609,FL,B
406,33612,FL,B
407,33548,FL,C
408,33559,FL,E
409,33566,FL,C
410,33594,FL,C
411,33624,FL,E
412,33565,FL,C
413,33605,FL,B
414,33573,FL,C
415,33611,FL,E
416,33613,FL,E
417,33626,FL,E
418,33602,FL,B
419,33637,FL,C
420,33558,FL,C
421,33604,FL,E
422,33603,FL,E
423,33621,FL,C
424,33549,FL,C
425,33625,FL,E
426,33534,FL,C
427,33598,FL,C
428,33510,FL,C
429,33596,FL,C
430,33556,FL,C
431,33527,FL,C
432,33619,FL,E
433,33569,FL,C
434,33584,FL,C
435,33572,FL,C
436,33503,FL,C
437,33606,FL,B
438,33616,FL,C
439,33578,FL,E
440,33618,FL,B
441,33629,FL,E
442,33634,FL,E
443,33567,FL,C
444,33592,FL,C
445,33579,FL,C
446,33615,FL,E
447,33647,FL,E
448,33610,FL,E
449,33620,FL,C
450,33607,FL,B
451,33614,FL,E
452,33547,FL,C
453,33563,FL,E
454,33617,FL,E
455,33570,FL,C
456,33511,FL,B
457,33635,FL,C
458,34637,FL,A
459,33523,FL,A
460,34691,FL,A
461,34652,FL,E
462,33541,FL,A
463,33574,FL,A
464,34654,FL,A
465,34690,FL,A
466,33576,FL,A
467,33543,FL,E
468,34653,FL,A
469,33542,FL,A
470,33525,FL,A
471,33540,FL,A
472,34669,FL,A
473,34638,FL,A
474,33544,FL,E
475,34655,FL,E
476,34639,FL,A
477,34668,FL,E
478,34667,FL,E
479,34610,FL,A
480,33545,FL,A
481,33471,FL,A
482,34974,FL,A
483,32420,FL,A
484,34981,FL,A
485,34982,FL,A
486,34951,FL,A
487,34983,FL,A
488,34953,FL,A
489,34987,FL,A
490,34946,FL,A
491,34952,FL,A
492,34986,FL,A
493,34945,FL,A
494,34949,FL,A
495,34947,FL,A
496,34957,FL,A
497,34950,FL,A
498,32340,FL,A
499,33418,FL,C
500,33409,FL,C
501,33414,FL,C
502,33404,FL,C
503,33405,FL,C
504,33460,FL,C
505,33426,FL,C
506,33462,FL,C
507,33467,FL,C
508,33406,FL,C
509,33431,FL,C
510,33463,FL,C
511,33458,FL,C
512,33408,FL,C
513,33477,FL,C
514,33436,FL,C
515,33410,FL,C
516,33401,FL,C
517,33432,FL,C
518,33403,FL,C
519,33484,FL,C
520,33470,FL,A
521,33496,FL,C
522,33430,FL,C
523,33411,FL,C
524,33498,FL,C
525,33415,FL,C
526,33446,FL,C
527,33483,FL,C
528,33461,FL,C
529,33486,FL,C
530,33444,FL,C
531,33413,FL,C
532,33407,FL,C
533,33417,FL,C
534,33428,FL,C
535,33480,FL,C
536,33435,FL,C
537,33433,FL,C
538,33478,FL,A
539,33472,FL,C
540,33437,FL,C
541,33434,FL,C
542,33445,FL,C
543,33487,FL,C
544,32578,FL,A
545,32547,FL,A
546,32542,FL,A
547,32539,FL,A
548,32567,FL,A
549,32580,FL,A
550,32541,FL,A
551,32548,FL,A
552,32569,FL,A
553,32531,FL,A
554,32536,FL,A
555,33469,FL,A
556,34990,FL,A
557,34994,FL,A
558,34997,FL,A
559,34996,FL,A
560,34266,FL,A
561,32225,FL,C
562,32207,FL,C
563,32223,FL,A
564,32218,FL,A
565,32210,FL,C
566,32254,FL,A
567,32224,FL,A
568,32216,FL,A
569,32277,FL,C
570,32226,FL,A
571,32217,FL,C
572,32204,FL,A
573,32246,FL,C
574,32219,FL,A
575,32221,FL,A
576,32250,FL,C
577,32222,FL,A
578,32266,FL,A
579,32228,FL,A
580,32209,FL,A
581,32202,FL,C
582,32257,FL,C
583,32205,FL,C
584,32211,FL,C
585,32244,FL,C
586,32206,FL,A
587,32258,FL,A
588,32256,FL,C
589,32208,FL,A
590,32233,FL,A
591,32967,FL,A
592,32963,FL,A
593,32966,FL,A
594,32960,FL,A
595,32958,FL,A
596,32968,FL,A
597,34498,FL,A
598,34449,FL,A
599,32621,FL,A
600,32625,FL,A
601,32696,FL,A
602,32626,FL,A
603,32095,FL,A
604,32081,FL,A
605,32092,FL,A
606,32145,FL,A
607,32033,FL,A
608,32082,FL,A
609,32259,FL,A
610,32086,FL,A
611,32084,FL,A
612,32080,FL,A
613,32091,FL,A
614,32058,FL,A
615,32344,FL,A
616,34470,FL,A
617,34491,FL,A
618,34420,FL,A
619,34480,FL,A
620,34474,FL,A
621,34431,FL,A
622,34482,FL,A
623,34432,FL,A
624,34471,FL,A
625,34481,FL,A
626,32686,FL,A
627,32134,FL,A
628,34473,FL,A
629,34472,FL,A
630,34488,FL,A
631,32195,FL,A
632,33018,FL,C
633,33157,FL,C
634,33126,FL,C
635,33034,FL,A
636,33175,FL,C
637,33013,FL,C
638,33055,FL,C
639,33185,FL,C
640,33144,FL,C
641,33186,FL,C
642,33133,FL,C
643,33196,FL,C
644,33146,FL,C
645,33039,FL,A
646,33170,FL,C
647,33140,FL,C
648,33030,FL,C
649,33155,FL,C
650,33031,FL,A
651,33139,FL,C
652,33184,FL,C
653,33160,FL,C
654,33132,FL,C
655,33142,FL,C
656,33177,FL,C
657,33161,FL,C
658,33168,FL,C
659,33181,FL,C
660,33054,FL,C
661,33016,FL,C
662,33032,FL,C
663,33010,FL,C
664,33135,FL,C
665,33137,FL,C
666,33129,FL,C
667,33182,FL,C
668,33180,FL,C
669,33167,FL,C
670,33109,FL,C
671,33122,FL,C
672,33125,FL,C
673,33138,FL,C
674,33169,FL,C
675,33015,FL,C
676,33189,FL,C
677,33162,FL,C
678,33149,FL,C
679,33165,FL,C
680,33136,FL,C
681,33173,FL,C
682,33176,FL,C
683,33187,FL,A
684,33183,FL,C
685,33172,FL,C
686,33147,FL,C
687,33033,FL,C
688,33174,FL,C
689,33156,FL,C
690,33130,FL,C
691,33166,FL,C
692,33128,FL,C
693,33154,FL,C
694,33145,FL,C
695,33178,FL,C
696,33143,FL,C
697,33056,FL,C
698,33141,FL,C
699,33150,FL,C
700,33131,FL,D
701,33127,FL,C
702,33012,FL,C
703,33193,FL,C
704,33014,FL,C
705,33134,FL,C
706,32322,FL,A
707,32328,FL,A
708,32320,FL,A
709,33844,FL,A
710,33843,FL,A
711,33860,FL,A
712,33815,FL,A
713,34759,FL,A
714,33841,FL,A
715,33803,FL,A
716,33880,FL,A
717,33853,FL,A
718,33837,FL,A
719,33809,FL,A
720,33805,FL,A
721,33801,FL,A
722,33884,FL,A
723,33881,FL,A
724,33859,FL,A
725,33813,FL,A
726,33811,FL,A
727,33898,FL,A
728,33810,FL,A
729,33830,FL,A
730,33823,FL,A
731,33897,FL,A
732,33850,FL,A
733,32565,FL,A
734,32570,FL,A
735,32583,FL,A
736,32566,FL,A
737,32571,FL,A
738,32563,FL,A
739,32462,FL,A
740,32427,FL,A
741,32428,FL,A
742,34453,FL,A
743,34450,FL,A
744,34436,FL,A
745,34461,FL,A
746,34448,FL,A
747,34442,FL,A
748,34429,FL,A
749,34465,FL,A
750,34446,FL,A
751,33023,FL,C
752,33069,FL,C
753,33020,FL,C
754,33328,FL,C
755,33305,FL,C
756,33312,FL,C
757,33027,FL,C
758,33021,FL,C
759,33301,FL,C
760,33324,FL,C
761,33025,FL,C
762,33331,FL,A
763,33026,FL,C
764,33334,FL,C
765,33315,FL,A
766,33063,FL,C
767,33321,FL,C
768,33304,FL,C
769,33065,FL,C
770,33068,FL,C
771,33442,FL,C
772,33311,FL,C
773,33024,FL,C
774,33009,FL,C
775,33332,FL,A
776,33060,FL,C
777,33316,FL,A
778,33319,FL,C
779,33330,FL,A
780,33067,FL,A
781,33325,FL,A
782,33313,FL,C
783,33388,FL,A
784,33308,FL,C
785,33064,FL,C
786,33322,FL,C
787,33351,FL,C
788,33326,FL,C
789,33062,FL,C
790,33323,FL,A
791,33004,FL,A
792,33327,FL,A
793,33306,FL,A
794,33317,FL,C
795,33076,FL,A
796,33314,FL,C
797,33028,FL,C
798,33071,FL,C
799,33309,FL,C
800,33019,FL,C
801,33073,FL,C
802,33441,FL,C
803,33029,FL,A
804,34613,FL,A
805,34609,FL,A
806,34604,FL,A
807,34602,FL,A
808,34601,FL,A
809,34607,FL,A
810,34606,FL,E
811,34608,FL,A
812,32131,FL,A
813,32187,FL,A
814,32112,FL,A
815,32177,FL,A
816,32666,FL,A
817,32148,FL,A
818,32193,FL,A
819,32163,FL,A
820,34484,FL,A
821,34785,FL,A
822,32162,FL,A
823,33597,FL,A
824,33538,FL,A
825,33585,FL,A
826,33513,FL,A
827,32404,FL,A
828,32409,FL,A
829,32408,FL,A
830,32407,FL,A
831,32401,FL,A
832,32405,FL,A
833,32413,FL,A
834,32444,FL,A
835,32110,FL,A
836,32164,FL,A
837,32137,FL,A
838,32136,FL,A
839,33890,FL,A
840,33873,FL,A
841,33834,FL,A
842,32456,FL,A
843,32327,FL,A
844,32355,FL,A
845,39817,GA,A
846,39819,GA,A
847,30124,GA,A
848,30161,GA,A
849,30165,GA,A
850,30149,GA,A
851,31794,GA,A
852,31793,GA,A
853,30673,GA,A
854,30668,GA,A
855,31750,GA,A
856,31555,GA,A
857,31545,GA,A
858,31546,GA,A
859,31560,GA,A
860,31763,GA,A
861,30217,GA,A
862,30241,GA,A
863,30230,GA,A
864,30240,GA,A
865,30757,GA,A
866,30738,GA,A
867,31063,GA,A
868,31068,GA,A
869,30701,GA,A
870,30139,GA,A
871,30735,GA,A
872,31313,GA,A
873,31320,GA,A
874,31314,GA,A
875,30814,GA,A
876,30802,GA,A
877,30907,GA,A
878,30809,GA,A
879,30813,GA,A
880,30677,GA,A
881,30622,GA,A
882,30621,GA,A
883,30295,GA,A
884,31312,GA,A
885,31329,GA,A
886,31326,GA,A
887,31061,GA,A
888,31516,GA,A
889,31557,GA,A
890,30833,GA,A
891,31321,GA,A
892,31308,GA,A
893,31324,GA,A
894,30442,GA,A
895,31024,GA,A
896,30736,GA,A
897,30742,GA,A
898,31029,GA,A
899,30427,GA,A
900,30453,GA,A
901,30104,GA,A
902,30125,GA,A
903,30153,GA,A
904,30680,GA,A
905,30011,GA,A
906,30620,GA,A
907,31501,GA,A
908,31503,GA,A
909,31305,GA,A
910,31331,GA,A
911,30122,GA,A
912,30134,GA,A
913,30135,GA,A
914,31788,GA,A
915,31768,GA,A
916,31014,GA,A
917,30533,GA,A
918,30549,GA,A
919,30517,GA,A
920,30565,GA,A
921,30558,GA,A
922,30607,GA,A
923,30529,GA,A
924,30548,GA,A
925,31036,GA,A
926,30204,GA,A
927,30678,GA,A
928,30642,GA,A
929,31811,GA,A
930,31822,GA,A
931,31833,GA,A
932,31808,GA,A
933,30650,GA,A
934,30830,GA,C
935,30456,GA,C
936,31836,GA,A
937,30094,GA,A
938,30012,GA,A
939,30013,GA,A
940,30707,GA,A
941,30728,GA,A
942,30739,GA,A
943,30725,GA,A
944,31078,GA,A
945,30537,GA,A
946,30573,GA,A
947,30568,GA,A
948,30525,GA,A
949,30552,GA,A
950,31044,GA,A
951,31635,GA,A
952,30909,GA,A
953,30906,GA,A
954,30904,GA,A
955,30905,GA,A
956,30815,GA,A
957,30901,GA,A
958,39840,GA,A
959,30753,GA,A
960,30747,GA,A
961,30145,GA,A
962,30178,GA,A
963,30120,GA,A
964,30137,GA,A
965,30103,GA,A
966,30121,GA,A
967,30656,GA,A
968,30655,GA,A
969,30025,GA,A
970,30052,GA,A
971,30605,GA,A
972,30602,GA,A
973,30606,GA,A
974,30601,GA,A
975,30322,GA,C
976,30032,GA,C
977,30360,GA,C
978,30319,GA,C
979,30083,GA,C
980,30034,GA,C
981,30294,GA,C
982,30288,GA,C
983,30021,GA,C
984,30033,GA,C
985,30058,GA,C
986,30038,GA,C
987,30345,GA,C
988,30316,GA,C
989,30035,GA,C
990,30346,GA,C
991,30088,GA,C
992,30329,GA,C
993,30307,GA,C
994,30084,GA,C
995,30340,GA,C
996,30030,GA,C
997,30341,GA,C
998,30002,GA,C
999,30087,GA,C
1000,30317,GA,C
1001,30338,GA,C
1002,30222,GA,A
1003,30251,GA,A
1004,30540,GA,A
1005,30536,GA,A
1006,30528,GA,A
1007,30545,GA,A
1008,30571,GA,A
1009,30143,GA,A
1010,39870,GA,A
1011,31085,GA,A
1012,31064,GA,A
1013,30056,GA,A
1014,30470,GA,A
1015,30534,GA,A
1016,30148,GA,A
1017,31643,GA,A
1018,31778,GA,A
1019,31082,GA,A
1020,31076,GA,A
1021,31006,GA,A
1022,31634,GA,A
1023,30110,GA,A
1024,30113,GA,A
1025,30176,GA,A
1026,31510,GA,A
1027,30577,GA,A
1028,31820,GA,A
1029,31909,GA,A
1030,31907,GA,A
1031,31904,GA,A
1032,31903,GA,A
1033,31901,GA,A
1034,31906,GA,A
1035,31636,GA,A
1036,30439,GA,A
1037,31602,GA,A
1038,31605,GA,A
1039,31601,GA,A
1040,31699,GA,A
1041,31632,GA,A
1042,31092,GA,A
1043,31091,GA,A
1044,31070,GA,A
1045,30132,GA,A
1046,30157,GA,A
1047,30141,GA,A
1048,30755,GA,A
1049,30740,GA,A
1050,30721,GA,A
1051,30720,GA,A
1052,30705,GA,A
1053,30530,GA,A
1054,30547,GA,A
1055,30511,GA,A
1056,31796,GA,A
1057,31744,GA,A
1058,31791,GA,A
1059,31562,GA,A
1060,31537,GA,A
1061,30817,GA,A
1062,30473,GA,A
1063,30474,GA,A
1064,30436,GA,A
1065,30635,GA,A
1066,30624,GA,A
1067,31021,GA,A
1068,31027,GA,A
1069,31002,GA,A
1070,30401,GA,A
1071,30471,GA,A
1072,39837,GA,A
1073,31513,GA,A
1074,30040,GA,A
1075,30028,GA,A
1076,30041,GA,A
1077,31757,GA,A
1078,31626,GA,A
1079,31792,GA,A
1080,30513,GA,A
1081,30555,GA,A
1082,30560,GA,A
1083,30228,GA,A
1084,30252,GA,A
1085,30248,GA,A
1086,30281,GA,A
1087,30253,GA,A
1088,31407,GA,A
1089,31302,GA,A
1090,31406,GA,A
1091,31419,GA,A
1092,31411,GA,A
1093,31405,GA,A
1094,31401,GA,A
1095,31408,GA,A
1096,31410,GA,A
1097,31404,GA,A
1098,31322,GA,A
1099,31328,GA,A
1100,39842,GA,A
1101,31542,GA,A
1102,31553,GA,A
1103,31639,GA,A
1104,31645,GA,A
1105,30460,GA,A
1106,30415,GA,A
1107,30458,GA,A
1108,30461,GA,A
1109,31087,GA,A
1110,31539,GA,A
1111,30220,GA,A
1112,30263,GA,A
1113,30265,GA,A
1114,30277,GA,A
1115,30276,GA,A
1116,31055,GA,A
1117,30512,GA,A
1118,30572,GA,A
1119,31716,GA,A
1120,31730,GA,A
1121,31779,GA,A
1122,30126,GA,C
1123,30339,GA,C
1124,30144,GA,E
1125,30060,GA,C
1126,30106,GA,C
1127,30064,GA,C
1128,30127,GA,C
1129,30066,GA,C
1130,30152,GA,C
1131,30008,GA,C
1132,30082,GA,C
1133,30067,GA,C
1134,30062,GA,C
1135,30068,GA,C
1136,30101,GA,C
1137,30080,GA,C
1138,30168,GA,C
1139,30629,GA,A
1140,30633,GA,A
1141,30273,GA,A
1142,30296,GA,A
1143,30297,GA,A
1144,30260,GA,A
1145,30236,GA,A
1146,30274,GA,A
1147,30238,GA,A
1148,31220,GA,A
1149,31206,GA,A
1150,31216,GA,A
1151,31204,GA,A
1152,31210,GA,A
1153,31201,GA,A
1154,31207,GA,A
1155,31642,GA,A
1156,31650,GA,A
1157,31015,GA,A
1158,31211,GA,A
1159,31032,GA,A
1160,31030,GA,A
1161,31008,GA,A
1162,30290,GA,A
1163,30214,GA,A
1164,30205,GA,A
1165,30215,GA,A
1166,30269,GA,A
1167,31520,GA,A
1168,31522,GA,A
1169,31527,GA,A
1170,31523,GA,A
1171,31525,GA,A
1172,31554,GA,A
1173,31567,GA,A
1174,31533,GA,A
1175,30097,GA,C
1176,30337,GA,C
1177,30009,GA,C
1178,30344,GA,C
1179,30314,GA,C
1180,30004,GA,C
1181,30075,GA,C
1182,30334,GA,C
1183,30311,GA,C
1184,30305,GA,C
1185,30331,GA,C
1186,30326,GA,C
1187,30309,GA,C
1188,30022,GA,C
1189,30308,GA,C
1190,30349,GA,C
1191,30306,GA,C
1192,30291,GA,C
1193,30350,GA,C
1194,30363,GA,C
1195,30318,GA,C
1196,30354,GA,C
1197,30268,GA,C
1198,30213,GA,C
1199,30315,GA,C
1200,30336,GA,C
1201,30303,GA,E
1202,30313,GA,C
1203,30342,GA,C
1204,30328,GA,C
1205,30076,GA,C
1206,30312,GA,C
1207,30310,GA,C
1208,30324,GA,C
1209,30005,GA,C
1210,30180,GA,A
1211,30170,GA,A
1212,30116,GA,A
1213,30185,GA,A
1214,30118,GA,A
1215,30108,GA,A
1216,30179,GA,A
1217,30117,GA,A
1218,31547,GA,A
1219,31569,GA,A
1220,31558,GA,A
1221,31565,GA,A
1222,31548,GA,A
1223,31714,GA,A
1224,31316,GA,A
1225,31805,GA,A
1226,31905,GA,A
1227,31705,GA,A
1228,31707,GA,A
1229,31701,GA,A
1230,31079,GA,A
1231,31001,GA,A
1232,30542,GA,A
1233,30504,GA,A
1234,30501,GA,A
1235,30566,GA,A
1236,30506,GA,A
1237,30507,GA,A
1238,30554,GA,A
1239,30417,GA,A
1240,30446,GA,A
1241,30467,GA,A
1242,31774,GA,A
1243,30824,GA,A
1244,30531,GA,A
1245,30523,GA,A
1246,31815,GA,A
1247,31825,GA,A
1248,30546,GA,A
1249,30582,GA,A
1250,39828,GA,A
1251,31801,GA,A
1252,31803,GA,A
1253,30828,GA,A
1254,31719,GA,A
1255,31711,GA,A
1256,31735,GA,A
1257,31709,GA,A
1258,30643,GA,A
1259,30224,GA,A
1260,30223,GA,A
1261,30024,GA,C
1262,30093,GA,C
1263,30039,GA,C
1264,30019,GA,C
1265,30017,GA,A
1266,30096,GA,E
1267,30045,GA,A
1268,30518,GA,C
1269,30071,GA,C
1270,30043,GA,C
1271,30044,GA,C
1272,30519,GA,C
1273,30047,GA,C
1274,30046,GA,C
1275,30078,GA,C
1276,30092,GA,C
1277,30014,GA,A
1278,30016,GA,A
1279,39823,GA,A
1280,39841,GA,A
1281,31096,GA,A
1282,31806,GA,A
1283,30286,GA,A
1284,30457,GA,A
1285,30189,GA,A
1286,30107,GA,A
1287,30183,GA,A
1288,30188,GA,A
1289,30114,GA,A
1290,30115,GA,A
1291,30102,GA,A
1292,30553,GA,A
1293,30662,GA,A
1294,31023,GA,A
1295,30233,GA,A
1296,31637,GA,A
1297,31620,GA,A
1298,31042,GA,A
1299,31047,GA,A
1300,31069,GA,A
1301,31093,GA,A
1302,31005,GA,A
1303,31088,GA,A
1304,31098,GA,A
1305,96741,HI,A
1306,96756,HI,A
1307,96796,HI,A
1308,96746,HI,A
1309,96714,HI,A
1310,96722,HI,A
1311,96716,HI,A
1312,96754,HI,A
1313,96766,HI,A
1314,96821,HI,A
1315,96815,HI,C
1316,96792,HI,A
1317,96797,HI,C
1318,96789,HI,A
1319,96706,HI,C
1320,96817,HI,C
1321,96857,HI,C
1322,96795,HI,A
1323,96816,HI,C
1324,96744,HI,C
1325,96786,HI,A
1326,96819,HI,C
1327,96820,HI,A
1328,96701,HI,A
1329,96860,HI,A
1330,96731,HI,A
1331,96814,HI,E
1332,96782,HI,A
1333,96822,HI,C
1334,96825,HI,A
1335,96734,HI,C
1336,96818,HI,C
1337,96813,HI,C
1338,96826,HI,C
1339,96791,HI,A
1340,96858,HI,C
1341,96863,HI,A
1342,96853,HI,A
1343,96762,HI,A
1344,96707,HI,C
1345,96712,HI,A
1346,96732,HI,A
1347,96713,HI,A
1348,96768,HI,A
1349,96779,HI,A
1350,96748,HI,A
1351,96761,HI,A
1352,96763,HI,A
1353,96753,HI,A
1354,96793,HI,A
1355,96708,HI,A
1356,96738,HI,A
1357,96778,HI,A
1358,96777,HI,A
