,postal_code,state_id,oportunidad
4820,20735,MD,A
4821,20740,MD,C
4822,20716,MD,A
4823,20608,MD,A
4824,20746,MD,A
4825,20710,MD,C
4826,20744,MD,A
4827,20781,MD,C
4828,20613,MD,A
4829,20770,MD,A
4830,20715,MD,A
4831,20748,MD,C
4832,20720,MD,A
4833,20721,MD,A
4834,20705,MD,A
4835,20769,MD,A
4836,20737,MD,C
4837,20784,MD,C
4838,20706,MD,C
4839,20771,MD,A
4840,20762,MD,A
4841,20707,MD,C
4842,20782,MD,C
4843,20783,MD,C
4844,20745,MD,C
4845,20722,MD,A
4846,20743,MD,C
4847,20747,MD,C
4848,20732,MD,A
4849,20689,MD,A
4850,20736,MD,A
4851,20678,MD,A
4852,20754,MD,A
4853,20657,MD,A
4854,20688,MD,A
4855,21657,MD,A
4856,21658,MD,A
4857,21617,MD,A
4858,21666,MD,A
4859,21668,MD,A
4860,21619,MD,A
4861,21638,MD,A
4862,21607,MD,A
4863,21701,MD,C
4864,21793,MD,A
4865,21704,MD,A
4866,21798,MD,A
4867,21716,MD,A
4868,21769,MD,A
4869,21703,MD,A
4870,21754,MD,A
4871,21717,MD,A
4872,21727,MD,A
4873,21770,MD,A
4874,21788,MD,A
4875,21777,MD,A
4876,21702,MD,A
4877,21771,MD,A
4878,21040,MD,A
4879,21005,MD,A
4880,21015,MD,A
4881,21050,MD,A
4882,21084,MD,A
4883,21001,MD,A
4884,21047,MD,A
4885,21009,MD,A
4886,21078,MD,A
4887,21085,MD,A
4888,21161,MD,A
4889,21014,MD,A
4890,21017,MD,A
4891,21154,MD,A
4892,21645,MD,A
4893,21661,MD,A
4894,21635,MD,A
4895,21620,MD,A
4896,21236,MD,C
4897,21244,MD,C
4898,21082,MD,C
4899,21133,MD,C
4900,21204,MD,C
4901,21162,MD,C
4902,21163,MD,C
4903,21152,MD,C
4904,21093,MD,C
4905,21219,MD,C
4906,21221,MD,C
4907,21234,MD,C
4908,21207,MD,C
4909,21286,MD,C
4910,21228,MD,C
4911,21117,MD,C
4912,21209,MD,C
4913,21220,MD,C
4914,21131,MD,C
4915,21252,MD,C
4916,21111,MD,C
4917,21136,MD,C
4918,21222,MD,C
4919,21153,MD,C
4920,21071,MD,C
4921,21030,MD,C
4922,21208,MD,C
4923,21227,MD,C
4924,21237,MD,C
4925,21044,MD,C
4926,21738,MD,C
4927,21075,MD,C
4928,21794,MD,C
4929,21042,MD,C
4930,21045,MD,C
4931,21043,MD,C
4932,21029,MD,C
4933,21046,MD,C
4934,20723,MD,C
4935,20701,MD,C
4936,20794,MD,C
4937,20763,MD,C
4938,21737,MD,C
4939,20759,MD,C
4940,21797,MD,C
4941,21660,MD,A
4942,21632,MD,A
4943,21629,MD,A
4944,21639,MD,A
4945,20879,MD,C
4946,20814,MD,C
4947,20832,MD,C
4948,20905,MD,C
4949,20906,MD,C
4950,20912,MD,C
4951,20904,MD,C
4952,20817,MD,C
4953,20878,MD,C
4954,20868,MD,C
4955,20855,MD,C
4956,20854,MD,C
4957,20837,MD,C
4958,20816,MD,C
4959,20853,MD,C
4960,20850,MD,C
4961,20902,MD,C
4962,20842,MD,C
4963,20892,MD,C
4964,20882,MD,C
4965,20874,MD,C
4966,20851,MD,C
4967,20815,MD,C
4968,20886,MD,C
4969,20901,MD,C
4970,20895,MD,C
4971,20871,MD,C
4972,20852,MD,C
4973,20866,MD,C
4974,20876,MD,C
4975,20877,MD,C
4976,20872,MD,C
4977,20910,MD,C
4978,04348,ME,A
4979,04537,ME,A
4980,04538,ME,A
4981,04576,ME,A
4982,04572,ME,A
4983,04556,ME,A
4984,04564,ME,A
4985,04543,ME,A
4986,04852,ME,A
4987,04544,ME,A
4988,04578,ME,A
4989,03908,ME,A
4990,03907,ME,A
4991,04002,ME,A
4992,04042,ME,A
4993,03904,ME,A
4994,04047,ME,A
4995,03902,ME,A
4996,04001,ME,A
4997,04046,ME,A
4998,04048,ME,A
4999,04005,ME,A
5000,03906,ME,A
5001,04072,ME,A
5002,04073,ME,A
5003,03909,ME,A
5004,04093,ME,A
5005,04076,ME,A
5006,04090,ME,A
5007,03903,ME,A
5008,04030,ME,A
5009,04043,ME,A
5010,04049,ME,A
5011,04027,ME,A
5012,04083,ME,A
5013,04020,ME,A
5014,04064,ME,A
5015,04863,ME,A
5016,04843,ME,A
5017,04862,ME,A
5018,04841,ME,A
5019,04574,ME,A
5020,04854,ME,A
5021,04860,ME,A
5022,04847,ME,A
5023,04858,ME,A
5024,04864,ME,A
5025,04856,ME,A
5026,04861,ME,A
5027,04268,ME,A
5028,04281,ME,A
5029,04276,ME,A
5030,04289,ME,A
5031,04257,ME,A
5032,04041,ME,A
5033,04010,ME,A
5034,04217,ME,A
5035,04221,ME,A
5036,04037,ME,A
5037,04261,ME,A
5038,04275,ME,A
5039,04270,ME,A
5040,04732,ME,A
5041,04756,ME,A
5042,04750,ME,A
5043,04769,ME,A
5044,04730,ME,A
5045,04740,ME,A
5046,04743,ME,A
5047,04757,ME,A
5048,04783,ME,A
5049,04746,ME,A
5050,04742,ME,A
5051,04736,ME,A
5052,04747,ME,A
5053,04459,ME,A
5054,04239,ME,A
5055,04938,ME,A
5056,04970,ME,A
5057,04982,ME,A
5058,04294,ME,A
5059,04947,ME,A
5060,04462,ME,A
5061,04414,ME,A
5062,04426,ME,A
5063,04463,ME,A
5064,04441,ME,A
5065,04280,ME,A
5066,04236,ME,A
5067,04210,ME,A
5068,04274,ME,A
5069,04256,ME,A
5070,04252,ME,A
5071,04282,ME,A
5072,04254,ME,A
5073,04250,ME,A
5074,04240,ME,A
5075,04428,ME,A
5076,04412,ME,A
5077,04457,ME,A
5078,04930,ME,A
5079,04928,ME,A
5080,04765,ME,A
5081,04493,ME,A
5082,04444,ME,A
5083,04468,ME,A
5084,04953,ME,A
5085,04460,ME,A
5086,04448,ME,A
5087,04401,ME,A
5088,04473,ME,A
5089,04430,ME,A
5090,04849,ME,A
5091,04981,ME,A
5092,04949,ME,A
5093,04988,ME,A
5094,04915,ME,A
5095,04496,ME,A
5096,04901,ME,A
5097,04364,ME,A
5098,04358,ME,A
5099,04345,ME,A
5100,04917,ME,A
5101,04351,ME,A
5102,04963,ME,A
5103,04347,ME,A
5104,04350,ME,A
5105,04910,ME,A
5106,04989,ME,A
5107,04330,ME,A
5108,04259,ME,A
5109,04622,ME,A
5110,04643,ME,A
5111,04654,ME,A
5112,04666,ME,A
5113,04619,ME,A
5114,04631,ME,A
5115,04652,ME,A
5116,04658,ME,A
5117,04920,ME,A
5118,04961,ME,A
5119,04911,ME,A
5120,04937,ME,A
5121,04957,ME,A
5122,04942,ME,A
5123,04976,ME,A
5124,04967,ME,A
5125,04950,ME,A
5126,04912,ME,A
5127,04985,ME,A
5128,04627,ME,A
5129,04429,ME,A
5130,04416,ME,A
5131,04614,ME,A
5132,04679,ME,A
5133,04693,ME,A
5134,04607,ME,A
5135,04605,ME,A
5136,04609,ME,A
5137,04640,ME,A
5138,04421,ME,A
5139,04357,ME,A
5140,04086,ME,A
5141,04008,ME,A
5142,04562,ME,A
5143,04530,ME,A
5144,04548,ME,A
5145,04092,ME,C
5146,04039,ME,C
5147,04109,ME,C
5148,04032,ME,C
5149,04102,ME,C
5150,04103,ME,C
5151,04009,ME,C
5152,04101,ME,C
5153,04107,ME,C
5154,04015,ME,C
5155,04260,ME,C
5156,04038,ME,C
5157,04029,ME,C
5158,04085,ME,C
5159,04003,ME,C
5160,04011,ME,C
5161,04055,ME,C
5162,04108,ME,C
5163,04021,ME,C
5164,04106,ME,C
5165,04105,ME,C
5166,04074,ME,C
5167,04084,ME,C
5168,04096,ME,C
5169,04062,ME,C
5170,04071,ME,C
5171,48015,MI,C
5172,48021,MI,C
5173,48066,MI,C
5174,48026,MI,C
5175,48094,MI,A
5176,48092,MI,C
5177,48316,MI,C
5178,48042,MI,A
5179,48043,MI,C
5180,48091,MI,C
5181,48080,MI,C
5182,48047,MI,C
5183,48317,MI,C
5184,48088,MI,C
5185,48081,MI,C
5186,48089,MI,C
5187,48048,MI,A
5188,48062,MI,A
5189,48095,MI,A
5190,48093,MI,C
5191,48035,MI,C
5192,48051,MI,C
5193,48313,MI,C
5194,48038,MI,C
5195,48045,MI,A
5196,48082,MI,C
5197,48310,MI,C
5198,48005,MI,A
5199,48065,MI,A
5200,48036,MI,A
5201,48314,MI,C
5202,48315,MI,C
5203,48044,MI,C
5204,48312,MI,C
5205,49707,MI,A
5206,49766,MI,A
5207,48157,MI,A
5208,48159,MI,A
5209,48179,MI,A
5210,48160,MI,A
5211,48161,MI,A
5212,48162,MI,A
5213,48166,MI,A
5214,48145,MI,A
5215,48140,MI,A
5216,48117,MI,A
5217,48182,MI,A
5218,48133,MI,A
5219,48144,MI,A
5220,48808,MI,A
5221,48894,MI,A
5222,48866,MI,A
5223,48879,MI,A
5224,48853,MI,A
5225,48906,MI,A
5226,48835,MI,A
5227,48820,MI,A
5228,48831,MI,A
5229,49747,MI,A
5230,48762,MI,A
5231,48740,MI,A
5232,48738,MI,A
5233,48737,MI,A
5234,48745,MI,A
5235,48742,MI,A
5236,49614,MI,A
5237,49619,MI,A
5238,49675,MI,A
5239,49660,MI,A
5240,49689,MI,A
5241,48124,MI,C
5242,48202,MI,C
5243,48228,MI,C
5244,48211,MI,C
5245,48164,MI,C
5246,48215,MI,C
5247,48227,MI,C
5248,48195,MI,C
5249,48126,MI,C
5250,48217,MI,C
5251,48193,MI,C
5252,48101,MI,C
5253,48210,MI,C
5254,48128,MI,C
5255,48234,MI,C
5256,48111,MI,C
5257,48185,MI,C
5258,48186,MI,C
5259,48207,MI,C
5260,48134,MI,C
5261,48239,MI,C
5262,48209,MI,C
5263,48212,MI,C
5264,48141,MI,C
5265,48203,MI,C
5266,48229,MI,C
5267,48138,MI,C
5268,48146,MI,C
5269,48236,MI,C
5270,48219,MI,C
5271,48224,MI,C
5272,48205,MI,C
5273,48120,MI,C
5274,48152,MI,C
5275,48150,MI,C
5276,48154,MI,C
5277,48216,MI,C
5278,48225,MI,C
5279,48135,MI,C
5280,48168,MI,C
5281,48188,MI,C
5282,48127,MI,C
5283,48125,MI,C
5284,48218,MI,C
5285,48230,MI,C
5286,48221,MI,C
5287,48180,MI,C
5288,48204,MI,C
5289,48242,MI,C
5290,48214,MI,C
5291,48184,MI,C
5292,48201,MI,C
5293,48213,MI,C
5294,48238,MI,C
5295,48170,MI,C
5296,48243,MI,C
5297,48173,MI,C
5298,48235,MI,C
5299,48226,MI,C
5300,48208,MI,C
5301,48223,MI,C
5302,48122,MI,C
5303,48240,MI,C
5304,48174,MI,C
5305,48187,MI,C
5306,48183,MI,C
5307,48192,MI,C
5308,49680,MI,A
5309,49646,MI,A
5310,49649,MI,A
5311,49690,MI,A
5312,49686,MI,A
5313,49862,MI,A
5314,49065,MI,A
5315,49026,MI,A
5316,49090,MI,A
5317,49055,MI,A
5318,49045,MI,A
5319,49071,MI,A
5320,49056,MI,A
5321,49079,MI,A
5322,49064,MI,A
5323,49013,MI,A
5324,49057,MI,A
5325,49801,MI,A
5326,49802,MI,A
5327,49870,MI,A
5328,49815,MI,A
5329,48818,MI,A
5330,48829,MI,A
5331,49329,MI,A
5332,48884,MI,A
5333,48850,MI,A
5334,49347,MI,A
5335,48885,MI,A
5336,48838,MI,A
5337,48811,MI,A
5338,48618,MI,C
5339,48657,MI,C
5340,48642,MI,C
5341,48640,MI,C
5342,49250,MI,A
5343,49242,MI,A
5344,49232,MI,A
5345,49274,MI,A
5346,49249,MI,A
5347,49252,MI,A
5348,49233,MI,A
5349,49262,MI,A
5350,48429,MI,A
5351,48857,MI,A
5352,48817,MI,A
5353,48867,MI,A
5354,48872,MI,A
5355,48848,MI,A
5356,48460,MI,A
5357,48617,MI,A
5358,48622,MI,A
5359,48625,MI,A
5360,49887,MI,A
5361,49847,MI,A
5362,49858,MI,A
5363,49863,MI,A
5364,49873,MI,A
5365,48893,MI,A
5366,48878,MI,A
5367,48858,MI,A
5368,49310,MI,A
5369,48883,MI,A
5370,49449,MI,A
5371,49421,MI,A
5372,49446,MI,A
5373,49436,MI,A
5374,49420,MI,A
5375,49452,MI,A
5376,48109,MI,C
5377,48176,MI,C
5378,48118,MI,C
5379,48158,MI,C
5380,48191,MI,C
5381,48130,MI,C
5382,48198,MI,C
5383,48103,MI,C
5384,48105,MI,C
5385,48104,MI,C
5386,48108,MI,C
5387,48197,MI,C
5388,48390,MI,C
5389,48329,MI,C
5390,48083,MI,C
5391,48304,MI,C
5392,48357,MI,C
5393,48323,MI,C
5394,48383,MI,C
5395,48220,MI,C
5396,48322,MI,C
5397,48356,MI,C
5398,48386,MI,C
5399,48017,MI,C
5400,48165,MI,C
5401,48302,MI,C
5402,48340,MI,C
5403,48331,MI,C
5404,48033,MI,C
5405,48367,MI,C
5406,48371,MI,C
5407,48346,MI,C
5408,48381,MI,C
5409,48324,MI,C
5410,48375,MI,C
5411,48309,MI,C
5412,48072,MI,C
5413,48362,MI,C
5414,48320,MI,C
5415,48348,MI,C
5416,48393,MI,C
5417,48341,MI,C
5418,48342,MI,C
5419,48374,MI,C
5420,48071,MI,C
5421,48336,MI,C
5422,48098,MI,C
5423,48167,MI,C
5424,48067,MI,C
5425,48085,MI,C
5426,48326,MI,C
5427,48076,MI,C
5428,48382,MI,C
5429,48237,MI,C
5430,48306,MI,C
5431,48030,MI,C
5432,48075,MI,C
5433,48377,MI,C
5434,48073,MI,C
5435,48178,MI,C
5436,48034,MI,C
5437,48350,MI,C
5438,48334,MI,C
5439,48328,MI,C
5440,48307,MI,C
5441,48009,MI,C
5442,48442,MI,C
5443,48084,MI,C
5444,48360,MI,C
5445,48025,MI,C
5446,48327,MI,C
5447,48359,MI,C
5448,48301,MI,C
5449,48335,MI,C
5450,48647,MI,A
5451,49756,MI,A
5452,48636,MI,A
5453,48621,MI,A
5454,49643,MI,A
5455,49635,MI,A
5456,49683,MI,A
5457,49617,MI,A
5458,49668,MI,A
5459,49663,MI,A
5460,49601,MI,A
5461,49015,MI,A
5462,49017,MI,A
5463,49037,MI,A
5464,49092,MI,A
5465,49029,MI,A
5466,49224,MI,A
5467,49068,MI,A
5468,49245,MI,A
5469,49014,MI,A
5470,48610,MI,A
5471,48612,MI,A
5472,48624,MI,A
5473,49444,MI,A
5474,49445,MI,A
5475,49415,MI,A
5476,49441,MI,A
5477,49440,MI,A
5478,49442,MI,A
5479,49437,MI,A
5480,49461,MI,A
5481,49318,MI,A
5482,49457,MI,A
5483,49738,MI,A
5484,49127,MI,A
5485,49107,MI,A
5486,49128,MI,A
5487,49038,MI,A
5488,49120,MI,A
5489,49085,MI,A
5490,49098,MI,A
5491,49111,MI,A
5492,49103,MI,A
5493,49101,MI,A
5494,49115,MI,A
5495,49129,MI,A
5496,49117,MI,A
5497,49106,MI,A
5498,49022,MI,A
5499,48851,MI,A
5500,48846,MI,A
5501,48849,MI,A
5502,48875,MI,A
5503,48881,MI,A
5504,48809,MI,A
5505,48815,MI,A
5506,49336,MI,A
5507,49305,MI,A
5508,49346,MI,A
5509,49340,MI,A
5510,49332,MI,A
5511,49307,MI,A
5512,48003,MI,A
5513,48435,MI,A
5514,48455,MI,A
5515,48421,MI,A
5516,48446,MI,A
5517,48444,MI,A
5518,49749,MI,A
5519,49705,MI,A
5520,49721,MI,A
5521,49775,MI,C
5522,49781,MI,C
5523,49762,MI,C
5524,49757,MI,C
5525,49820,MI,C
5526,49838,MI,C
5527,49745,MI,C
5528,49648,MI,A
5529,49615,MI,A
5530,49730,MI,A
5531,49627,MI,A
5532,49622,MI,A
5533,49629,MI,A
5534,49611,MI,A
5535,49659,MI,A
5536,48661,MI,A
5537,48654,MI,A
5538,48756,MI,A
5539,49701,MI,A
5540,49740,MI,A
5541,49718,MI,A
5542,49706,MI,A
5543,49770,MI,A
5544,48917,MI,A
5545,49096,MI,A
5546,48827,MI,A
5547,48813,MI,A
5548,49525,MI,A
5549,49505,MI,A
5550,49508,MI,C
5551,49302,MI,A
5552,49321,MI,A
5553,49319,MI,A
5554,49506,MI,C
5555,49301,MI,A
5556,49509,MI,C
5557,49544,MI,A
5558,49548,MI,A
5559,49546,MI,A
5560,49343,MI,A
5561,49315,MI,A
5562,49504,MI,C
5563,49316,MI,A
5564,49331,MI,A
5565,49507,MI,C
5566,49345,MI,A
5567,49503,MI,C
5568,49519,MI,C
5569,49341,MI,A
5570,49512,MI,A
5571,49418,MI,A
5572,49963,MI,A
5573,49965,MI,A
5574,49934,MI,A
5575,49913,MI,A
5576,49931,MI,A
5577,49916,MI,A
5578,49930,MI,A
5579,49922,MI,A
5580,49403,MI,A
5581,49409,MI,A
5582,49464,MI,A
5583,49460,MI,A
5584,49456,MI,A
5585,49426,MI,A
5586,49428,MI,A
5587,49534,MI,A
5588,49424,MI,A
5589,49401,MI,A
5590,49448,MI,A
5591,49417,MI,A
5592,49636,MI,A
5593,49621,MI,A
5594,49653,MI,A
5595,49684,MI,A
5596,49664,MI,A
5597,49682,MI,A
5598,49411,MI,A
5599,49458,MI,A
5600,49454,MI,A
5601,49431,MI,A
5602,49405,MI,A
5603,49925,MI,A
5604,49953,MI,A
5605,49971,MI,A
5606,49254,MI,A
5607,49284,MI,A
5608,49203,MI,A
5609,49259,MI,A
5610,49202,MI,A
5611,49240,MI,A
5612,49269,MI,A
5613,49241,MI,A
5614,49261,MI,A
5615,49283,MI,A
5616,49201,MI,A
5617,49230,MI,A
5618,49246,MI,A
5619,49935,MI,A
5620,49902,MI,A
5621,49920,MI,A
5622,49651,MI,A
5623,49667,MI,A
5624,49657,MI,A
5625,49007,MI,C
5626,49004,MI,A
5627,49006,MI,C
5628,49087,MI,A
5629,49053,MI,A
5630,49002,MI,C
5631,49001,MI,A
5632,49024,MI,A
5633,49048,MI,A
5634,49083,MI,A
5635,49097,MI,A
5636,49009,MI,A
5637,49008,MI,A
5638,48655,MI,A
5639,48415,MI,A
5640,48603,MI,A
5641,48722,MI,A
5642,48623,MI,A
5643,48734,MI,A
5644,48616,MI,A
5645,48604,MI,A
5646,48649,MI,A
5647,48601,MI,A
5648,48602,MI,A
5649,48626,MI,A
5650,48609,MI,A
5651,48607,MI,A
5652,49751,MI,A
5653,49735,MI,A
5654,49795,MI,A
5655,48001,MI,A
5656,48022,MI,A
5657,48023,MI,A
5658,48060,MI,A
5659,48040,MI,A
5660,48054,MI,A
5661,48059,MI,A
5662,48079,MI,A
5663,48027,MI,A
5664,48014,MI,A
5665,48097,MI,A
5666,48074,MI,A
5667,48039,MI,A
5668,48064,MI,A
5669,48041,MI,A
5670,48006,MI,A
5671,49130,MI,A
5672,49047,MI,A
5673,49112,MI,A
5674,49067,MI,A
5675,49061,MI,A
5676,49031,MI,A
5677,49962,MI,A
5678,49861,MI,A
5679,49946,MI,A
5680,49908,MI,A
5681,49072,MI,A
5682,49091,MI,A
5683,49032,MI,A
5684,49040,MI,A
5685,49099,MI,A
5686,49042,MI,A
5687,49093,MI,A
5688,49829,MI,A
5689,49878,MI,A
5690,49837,MI,A
5691,49835,MI,A
5692,49895,MI,A
5693,48723,MI,A
5694,48746,MI,A
5695,48757,MI,A
5696,48735,MI,A
5697,48744,MI,A
5698,48768,MI,A
5699,48726,MI,A
5700,48767,MI,A
5701,49058,MI,A
5702,49073,MI,A
5703,48897,MI,A
5704,49333,MI,A
5705,49918,MI,A
5706,49950,MI,A
5707,48631,MI,A
5708,48613,MI,A
5709,48650,MI,A
5710,48634,MI,A
5711,48732,MI,A
5712,48747,MI,A
5713,48710,MI,A
5714,48706,MI,A
5715,48708,MI,A
5716,49746,MI,A
5717,49709,MI,A
5718,49304,MI,A
5719,49644,MI,A
5720,49402,MI,A
5721,49406,MI,A
5722,49408,MI,A
5723,49344,MI,A
5724,49070,MI,A
5725,49348,MI,A
5726,49078,MI,A
5727,49419,MI,A
5728,49328,MI,A
5729,49423,MI,A
5730,49453,MI,A
5731,49450,MI,A
5732,49010,MI,A
5733,49080,MI,A
5734,49323,MI,A
5735,48842,MI,A
5736,48840,MI,A
5737,48854,MI,A
5738,48933,MI,A
5739,48892,MI,A
5740,49264,MI,A
5741,48911,MI,A
5742,48824,MI,A
5743,49251,MI,A
5744,48912,MI,A
5745,48864,MI,A
5746,49285,MI,A
5747,48823,MI,A
5748,48910,MI,A
5749,48895,MI,A
5750,49631,MI,A
5751,49688,MI,A
5752,49655,MI,A
5753,49665,MI,A
5754,49677,MI,A
5755,48630,MI,A
5756,48656,MI,A
5757,48653,MI,A
5758,48651,MI,A
5759,48629,MI,A
5760,48880,MI,A
5761,48801,MI,A
5762,48856,MI,A
5763,48847,MI,A
5764,48615,MI,A
5765,49312,MI,A
5766,49327,MI,A
5767,49337,MI,A
5768,49412,MI,A
5769,48441,MI,A
5770,48413,MI,A
5771,48731,MI,A
5772,48725,MI,A
5773,48470,MI,A
5774,48467,MI,A
5775,48445,MI,A
5776,48755,MI,A
5777,48720,MI,A
5778,49780,MI,A
5779,49783,MI,A
5780,49788,MI,A
5781,49768,MI,A
5782,49725,MI,A
5783,49752,MI,A
5784,49726,MI,A
5785,49782,MI,A
5786,49796,MI,A
5787,49712,MI,A
5788,49727,MI,A
5789,49713,MI,A
5790,49720,MI,A
5791,49938,MI,A
5792,49947,MI,A
5793,49911,MI,A
5794,49969,MI,A
5795,48422,MI,A
5796,48419,MI,A
5797,48453,MI,A
5798,48450,MI,A
5799,48475,MI,A
5800,48416,MI,A
5801,48471,MI,A
5802,48456,MI,A
5803,48466,MI,A
5804,48427,MI,A
5805,49808,MI,A
5806,49849,MI,A
5807,49855,MI,A
5808,49841,MI,A
5809,49879,MI,A
5810,49866,MI,A
5811,48739,MI,A
5812,48750,MI,A
5813,48730,MI,A
5814,48763,MI,A
5815,48770,MI,A
5816,49776,MI,A
5817,49777,MI,A
5818,49779,MI,A
5819,49743,MI,A
5820,49765,MI,A
5821,48433,MI,A
5822,48509,MI,A
5823,48457,MI,A
5824,48507,MI,A
5825,48473,MI,A
5826,48505,MI,A
5827,48439,MI,A
5828,48451,MI,A
5829,48532,MI,A
5830,48503,MI,A
5831,48502,MI,A
5832,48423,MI,A
5833,48437,MI,A
5834,48420,MI,A
5835,48504,MI,A
5836,48506,MI,A
5837,48458,MI,A
5838,48463,MI,A
5839,48529,MI,A
5840,48438,MI,A
5841,48430,MI,A
5842,48836,MI,A
5843,48114,MI,A
5844,48116,MI,A
5845,48353,MI,A
5846,48169,MI,A
5847,48843,MI,A
5848,48855,MI,A
5849,49286,MI,A
5850,49287,MI,A
5851,49220,MI,A
5852,49228,MI,A
5853,49247,MI,A
5854,49289,MI,A
5855,49265,MI,A
5856,49253,MI,A
5857,49236,MI,A
5858,49221,MI,A
5859,49256,MI,A
5860,49036,MI,A
5861,49094,MI,A
5862,49028,MI,A
5863,49082,MI,A
5864,48658,MI,A
5865,48659,MI,A
5866,48749,MI,A
5867,48766,MI,A
5868,49868,MI,A
5869,49853,MI,A
5870,55718,MN,A
5871,55707,MN,A
5872,55720,MN,A
5873,55798,MN,A
5874,55797,MN,A
5875,56172,MN,A
5876,56131,MN,A
5877,55372,MN,A
5878,56011,MN,A
5879,55379,MN,A
5880,55378,MN,A
5881,55352,MN,A
5882,55054,MN,A
5883,55072,MN,A
5884,55756,MN,A
5885,55783,MN,A
5886,55037,MN,A
5887,55063,MN,A
5888,55795,MN,A
5889,55030,MN,A
5890,56137,MN,A
5891,56150,MN,A
5892,56143,MN,A
5893,56161,MN,A
5894,55060,MN,A
5895,55049,MN,A
5896,55917,MN,A
5897,56048,MN,A
5898,56072,MN,A
5899,56093,MN,A
5900,56129,MN,A
5901,56110,MN,A
5902,56187,MN,A
5903,56222,MN,A
5904,56265,MN,A
5905,56260,MN,A
5906,56295,MN,A
5907,56262,MN,A
5908,55046,MN,A
5909,55019,MN,A
5910,55021,MN,A
5911,55057,MN,A
5912,55052,MN,A
5913,56444,MN,A
5914,56450,MN,A
5915,56441,MN,A
5916,56468,MN,A
5917,56455,MN,A
5918,56465,MN,A
5919,56401,MN,A
5920,56425,MN,A
5921,56442,MN,A
5922,56447,MN,A
5923,56201,MN,A
5924,56273,MN,A
5925,56281,MN,A
5926,56216,MN,A
5927,56251,MN,A
5928,56288,MN,A
5929,56253,MN,A
5930,55333,MN,A
5931,56270,MN,A
5932,55342,MN,A
5933,55332,MN,A
5934,56277,MN,A
5935,56482,MN,A
5936,56051,MN,A
5937,56027,MN,A
5938,56098,MN,A
5939,56013,MN,A
5940,56014,MN,A
5941,55115,MN,A
5942,55038,MN,A
5943,55016,MN,A
5944,55003,MN,A
5945,55125,MN,A
5946,55129,MN,A
5947,55042,MN,A
5948,55073,MN,A
5949,55128,MN,A
5950,55043,MN,A
5951,55001,MN,A
5952,55090,MN,A
5953,55082,MN,A
5954,56309,MN,A
5955,56248,MN,A
5956,56590,MN,A
5957,56339,MN,A
5958,55904,MN,C
5959,55960,MN,C
5960,55920,MN,C
5961,55901,MN,C
5962,55902,MN,C
5963,55906,MN,C
5964,55934,MN,C
5965,55932,MN,C
5966,56557,MN,A
5967,56589,MN,A
5968,56031,MN,A
5969,56121,MN,A
5970,56162,MN,A
5971,56088,MN,A
5972,56039,MN,A
5973,56171,MN,A
5974,56529,MN,A
5975,56585,MN,A
5976,56549,MN,A
5977,56560,MN,A
5978,56536,MN,A
5979,56552,MN,A
5980,56562,MN,A
5981,55972,MN,A
5982,55952,MN,A
5983,55910,MN,A
5984,55987,MN,A
5985,56145,MN,A
5986,56159,MN,A
5987,56101,MN,A
5988,56267,MN,A
5989,56221,MN,A
5990,56543,MN,A
5991,56579,MN,A
5992,56520,MN,A
5993,56296,MN,A
5994,55066,MN,A
5995,55027,MN,A
5996,55089,MN,A
5997,55946,MN,A
5998,55009,MN,A
5999,55963,MN,A
6000,55026,MN,A
6001,55992,MN,A
6002,55306,MN,C
6003,55077,MN,A
6004,55120,MN,A
6005,55076,MN,C
6006,55121,MN,C
6007,55124,MN,C
6008,55337,MN,C
6009,55122,MN,C
6010,55118,MN,C
6011,55024,MN,C
6012,55123,MN,C
6013,55065,MN,A
6014,55033,MN,A
6015,55044,MN,C
6016,55068,MN,C
6017,55075,MN,C
6018,56323,MN,A
6019,56316,MN,A
6020,56381,MN,A
6021,56334,MN,A
6022,56232,MN,A
6023,56218,MN,A
6024,56276,MN,A
6025,56256,MN,A
6026,55941,MN,A
6027,55947,MN,A
6028,55974,MN,A
6029,55921,MN,A
6030,55912,MN,A
6031,55936,MN,A
6032,56379,MN,A
6033,56329,MN,A
6034,56367,MN,A
6035,56085,MN,A
6036,56073,MN,A
6037,56087,MN,A
6038,56041,MN,A
6039,56636,MN,A
6040,55744,MN,A
6041,55709,MN,A
6042,55793,MN,A
6043,56628,MN,A
6044,56657,MN,A
6045,55753,MN,A
6046,55721,MN,A
6047,56639,MN,A
6048,56727,MN,A
6049,56630,MN,A
6050,56601,MN,A
6051,56678,MN,A
6052,56021,MN,A
6053,56082,MN,A
6054,56074,MN,A
6055,56003,MN,A
6056,56054,MN,A
6057,55011,MN,A
6058,55449,MN,A
6059,55070,MN,A
6060,55304,MN,A
6061,55433,MN,A
6062,55303,MN,A
6063,55448,MN,A
6064,55434,MN,C
6065,55025,MN,A
6066,55432,MN,A
6067,55014,MN,A
6068,55421,MN,C
6069,55092,MN,A
6070,56241,MN,A
6071,56291,MN,A
6072,56223,MN,A
6073,56297,MN,A
6074,56386,MN,A
6075,56313,MN,A
6076,56359,MN,A
6077,55371,MN,A
6078,56353,MN,A
6079,56149,MN,A
6080,56178,MN,A
6081,56686,MN,A
6082,56623,MN,A
6083,56673,MN,A
6084,56569,MN,A
6085,56554,MN,A
6086,56501,MN,A
6087,56175,MN,A
6088,56115,MN,A
6089,56258,MN,A
6090,56264,MN,A
